Time,rpm,MAP,ECT,IAT,RMT_speed,fuel_type,fuel_ctl_mode,Vbat,Vsw,Engine Hours,MAT,TIP,spk_adv,MJ_P_cmd,MJ_P_act,EGO1_volts,EGO2_volts,rIAT,BP,rMAP,CL_BM1,A_BM1,PWe_avg,FORCEIDLE_active,LOWREVLIM_active,OILP_state,MIL Staus,OILP_press,start_tmr,fuel_shutoff_chk,spark_shutoff_chk,Phi1_post_delt,Phi_UEGO,TPS_pct,TPS_cmd_pct,rpmd_gov,LoadLim_max,LoadLim_max_TPS,gov_sw_state,KNK_retard,gov_type,sync_state,OILT,MFG_TPS_cmd_pct,MFG_TPS_act_pct,MFG_DPPress,MFG_USPress,MFG_DSPress,run_mode,eng_load,AUX_PD1_raw,AUX_PU1_raw,AUX_PU2_raw,AUX_PU3_raw,AUX_PD2_raw,AUX_PD3_raw,AUX_DIG1_volt,AUX_DIG2_volt,AUX_DIG3_volt,min_gov_rpm,max_gov_rpm,Gov1_rpm,Gov2_rpm,Gov3_rpm,gov_min_abslimit,gov_max_abslimit
1767.931,1804.5826086956527,9.10623645231213,176.18622076023394,74.953125,0.0,2.0,3.0,27.838445113877118,27.590176196808503,27839.796875,80.00123355263158,18.102228508141746,33.25575086805554,-0.2828359804462898,-0.3165125353581867,0.0,0.7577317760836695,74.96361177884616,13.01953125,9.094292953667996,-0.2166748046875,2.0621215820312484,47.40757211538517,0.0,0.0,0.0,0.0,91.48551524246705,4.920000076293945,0.0,0.0,0.0048828125,1.0045051574706985,23.844161688112024,24.044283141401163,1850.0,98.9990234375,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.812913390082606,2.0022109424745738,5.0,0.0,1.67399263381958,0.0,0.0,2.83203125,2.83203125,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1768.449,1800.63071297989,8.996931769031336,176.15237226277372,74.94220492565056,0.0,2.0,3.0,27.825852736928105,27.619721054772256,27839.796875,80.083984375,18.062040441176503,33.297487745098046,0.19404731138150486,0.1828055546201536,0.0,0.7595955984933042,74.94743399784483,13.01953125,8.826360887096772,-0.2166748046875,2.065915731208633,48.360340729001756,0.0,0.0,0.0,0.0,91.56442320842444,4.920000076293945,0.0,0.0,0.0048828125,1.0078799374453833,25.045229481384773,25.357055664061534,1850.0,98.9990234375,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,26.651232389477283,1.9720254118543072,5.0,0.0,1.6735062187280114,0.0,0.0,2.83203125,2.831491023936164,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1768.921,1800.0,8.80964828897332,176.14718511450383,74.92540126459144,0.0,2.0,3.0,27.82421875,27.606605113636355,27839.796875,80.12961368110237,18.02932098765428,33.35240667976425,-0.11170120239259357,-0.11387925737371596,0.0,0.7594885826110839,74.93132672991071,13.01953125,8.957213105214155,-0.2166748046875,2.066864994387995,46.54448460820875,0.0,0.0,0.0,0.0,91.4157275741907,4.920000076293945,0.0,0.0,0.0048828125,1.0384181288422145,24.571926819830352,24.759686182415674,1850.0,99.00061643717925,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.17914529609172,1.9728933947991174,5.0,0.0,1.669181341263303,0.0,0.0,2.83203125,2.813214557926834,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1769.49,1800.0,9.09064822186839,176.11342075892858,74.89908088235295,0.0,2.0,3.0,27.82333431603774,27.611254699248118,27839.796875,80.04829545454547,17.956331783746574,33.32968455743879,-0.5147064544343776,-0.5399076021634348,0.0,0.7593663625338448,74.8979301948052,13.01953125,9.028796487603309,-0.2044240989070871,2.066924193195093,46.35334737827733,0.0,0.0,0.0,0.0,91.56127565298507,4.920000076293945,0.0,0.0,0.00494384765625,1.0262483675804432,25.497265076369345,24.67690374618176,1850.0,98.99686213593307,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.729161089451633,1.9708251961826408,5.0,0.0,1.6705203568255225,0.0,0.0,2.83203125,2.839471016221374,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1770.034,1798.0828625235401,8.942270203213564,176.1232244318182,74.90244521103897,0.0,2.0,3.0,27.856747787610633,27.62109375,27839.796875,79.96294466403162,17.9669389204545,33.36146653543308,0.22927796269806702,0.22104298371128028,0.0,0.7598677030647882,74.90625,13.01953125,8.958720439189227,-0.1983642578125,2.069091796875,47.86867774566511,0.0,0.0,0.0,0.0,91.3344305203044,4.920000076293945,0.0,0.0,0.00494384765625,0.9908894615286641,24.712038830498805,24.87746240511312,1850.0,98.992919921875,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.849998902738786,1.9741331849779442,5.0,0.0,1.6703296899795532,0.0,0.0,2.83203125,2.8209684001865716,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1770.552,1799.8716981132072,8.814361515009425,176.11386986301372,74.89294982698962,0.0,2.0,3.0,27.839285714285715,27.548403532608727,27839.796875,79.953125,18.0070125853242,33.375,0.2101129109427618,0.21051714824284526,0.0,0.7598211348684212,74.8971590909091,13.01953125,8.880896226415231,-0.1983642578125,2.0629292530524674,46.69057673745191,0.0,0.0,0.0,0.0,91.38423295454523,4.920000076293945,0.0,0.0,0.00494384765625,1.040865761893135,24.537277221679556,25.156260060740042,1850.0,98.99498434627758,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.510709409360732,1.9872028398654498,5.0,0.0,1.6699265657909355,0.0,6.07127700642885e-05,2.83203125,2.83203125,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1771.1,1799.0654545454547,8.98936473540139,176.15625,74.90333246887967,0.0,2.0,3.0,27.804023916374785,27.65433114035084,27839.796875,79.94621710526316,17.87649936868686,33.375,-0.7224997341041957,-0.7542427464533832,0.0,0.760477701822916,74.890625,13.01953125,8.968337609970654,-0.1983642578125,2.066166054196587,45.62136627906979,0.0,0.0,0.0,0.0,91.57710444819843,4.920000076293945,0.0,0.0,0.00494384765625,1.0364347759046084,25.094710948855486,24.9258718182964,1850.0,98.99733644094526,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.38520392972818,1.9689269831966438,4.9998764702350424,0.0,1.670097595075603,0.0,0.0,2.83203125,2.83203125,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1771.68,1798.0506108202444,8.88958697552446,176.1634744623656,74.91883992805757,0.0,2.0,3.0,27.824942129629633,27.60495923913042,27839.796875,79.96414118705037,17.927367344798615,33.375,0.09016474971069333,0.07472125303411553,0.0,0.7613461375452085,74.91528554313099,13.01953125,8.925286787974681,-0.201416015625,2.066849005941499,47.012411347518054,0.0,0.0,0.0,0.0,91.35284870426831,4.920000076293945,0.0,0.0,0.00494384765625,0.9875773640422069,24.927788276176944,25.012739442235336,1850.0,98.992919921875,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.759417365579058,1.9764634060665836,4.997869987850604,0.0,1.6700446817539725,0.0,0.0,2.83203125,2.83203125,2.8321536390339443,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1772.064,1800.3561946902655,9.001451880531004,176.09857794943818,74.921875,0.0,2.0,3.0,27.834495192307696,27.578586702954894,27839.796875,79.97614615987462,17.924117476851855,33.349568318318305,0.23913469587054145,0.2404800806290137,0.0,0.7621144764458955,74.921875,13.01953125,8.997032122905068,-0.201416015625,2.063866059577589,47.24709084084066,0.0,0.0,0.0,0.0,91.35328796012266,4.920000076293945,0.0,0.0,0.00494384765625,1.0144537430775447,24.932650200225982,25.15484681150218,1850.0,98.992919921875,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.742004394531016,1.9775399455898717,5.0,0.0,1.6683014488695478,0.0,0.0,2.83203125,2.8321529400311527,2.839758699455676,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
1772.709,1798.380184331796,8.930746369589983,176.10115713443398,74.9375,0.0,2.0,3.0,27.82903079710145,27.566326530612212,27839.796875,80.03723404255318,17.91091501798555,33.35246163682866,-0.47175903320327883,-0.4269513178141118,0.0,0.7615203454815301,74.9375,13.01953125,8.917301014957324,-0.20252149932238508,2.0643434686175848,46.2890895328719,0.0,0.0,0.0,0.0,91.32811347713857,4.920000076293945,0.0,0.0,0.00494384765625,1.035797119140625,25.038124533260728,25.156861617852048,1850.0,98.9964535361842,98.9959716796875,0.0,0.0,5.0,-2.0,190.625,0.0,0.0,0.0,8.52778148651123,8.52778148651123,3.0,27.36844007472539,1.9688866207093894,5.0,0.0,1.6719416984978743,0.0,0.0,2.83203125,2.8396744791666646,2.83203125,1000.0,1850.0,1800.0,1500.0,1800.0,1000.0,1850.0
